host_as_client_flow_count,client_dst_ip_diversity,client_dst_port_diversity,host_as_server_flow_count,host_pair_flow_count,src_ip,dst_ip,src_out_degree,src_in_degree,src_total_degree,dst_out_degree,dst_in_degree,dst_total_degree,edge_weight,src_clustering_coefficient,dst_clustering_coefficient,other_hosts_to_dst_count,src_to_other_hosts_count,possible_p2p_client,synchronized_flows_count
8968,56,17,,5,192.168.107.151,115.126.100.160,56,53,109,0,1,1,5,0.008771929824561403,0.0,0,328,1,8.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,8.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,8.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,8.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
34,3,3,,4,192.168.107.126,224.0.0.252,3,0,3,0,11,11,4,0.0,0.0,572,3,0,6.0
34,3,3,,4,192.168.107.126,224.0.0.252,3,0,3,0,11,11,4,0.0,0.0,572,3,0,6.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,8.0
220,4,6,,8,192.168.107.29,192.168.107.255,4,0,4,0,7,7,8,0.0,0.0,6,36,1,8.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,8.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,8.0
8968,56,17,17.0,2,192.168.107.151,192.168.107.212,56,53,109,2,1,3,1,0.008771929824561403,1.0,0,332,1,8.0
17,2,2,8968.0,2,192.168.107.212,192.168.107.151,2,1,3,56,53,109,1,1.0,0.008771929824561403,368,1,0,8.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
9,2,3,,2,192.168.107.164,239.255.255.250,2,0,2,0,30,30,2,0.0,0.0,70,1,0,6.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,8.0
30,4,4,,2,192.168.107.156,224.0.0.252,4,1,5,0,11,11,2,0.16666666666666666,0.0,574,3,0,8.0
30,4,4,,2,192.168.107.156,224.0.0.252,4,1,5,0,11,11,2,0.16666666666666666,0.0,574,3,0,8.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,9.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,9.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,6.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,6.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
16,1,1,,4,192.168.107.129,239.255.255.250,1,0,1,0,30,30,4,0.0,0.0,68,0,0,5.0
21,1,1,,1,192.168.107.189,239.255.255.250,1,0,1,0,30,30,1,0.0,0.0,71,0,0,5.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,7.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,7.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,7.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,8.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,8.0
220,4,6,,33,192.168.107.29,224.0.0.252,4,0,4,0,11,11,33,0.0,0.0,543,11,1,7.0
220,4,6,,33,192.168.107.29,224.0.0.252,4,0,4,0,11,11,33,0.0,0.0,543,11,1,7.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,6.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
6,1,1,,6,192.168.107.109,255.255.255.255,1,0,1,0,1,1,6,0.0,0.0,0,0,0,
7,1,1,,1,192.168.107.22,239.255.255.250,1,0,1,0,30,30,1,0.0,0.0,71,0,0,4.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,12.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,12.0
24,1,1,,6,192.168.107.65,239.255.255.250,1,0,1,0,30,30,6,0.0,0.0,66,0,0,12.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,12.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,12.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,12.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
8968,56,17,17.0,2,192.168.107.151,192.168.107.206,56,53,109,2,1,3,1,0.008771929824561403,1.0,0,332,1,5.0
17,2,2,8968.0,2,192.168.107.206,192.168.107.151,2,1,3,56,53,109,1,1.0,0.008771929824561403,368,1,0,5.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,7.0
32,2,3,,5,192.168.107.202,239.255.255.250,2,0,2,0,30,30,5,0.0,0.0,67,1,0,5.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
16,1,2,,4,192.168.107.247,239.255.255.250,1,0,1,0,30,30,4,0.0,0.0,68,0,0,5.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,8.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,8.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
22,2,2,8968.0,4,192.168.107.158,192.168.107.151,2,1,3,56,53,109,2,1.0,0.008771929824561403,367,1,0,8.0
8968,56,17,22.0,4,192.168.107.151,192.168.107.158,56,53,109,2,1,3,2,0.008771929824561403,1.0,0,331,1,8.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,19.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,19.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,15.0
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,
8968,56,17,30233.0,343,192.168.107.151,10.28.8.78,56,53,109,1,1,2,173,0.008771929824561403,0.0,0,160,1,15.0
30233,1,169,8968.0,343,10.28.8.78,192.168.107.151,1,1,2,56,53,109,170,0.0,0.008771929824561403,199,0,0,15.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,15.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,15.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,3.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
8968,56,17,,5,192.168.107.151,115.126.100.160,56,53,109,0,1,1,5,0.008771929824561403,0.0,0,328,1,3.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,9.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,9.0
61,3,3,,12,192.168.107.142,224.0.0.252,3,0,3,0,11,11,12,0.0,0.0,564,3,0,10.0
34,3,3,,2,192.168.107.126,239.255.255.250,3,0,3,0,30,30,2,0.0,0.0,70,5,0,10.0
307,2,3,,6,192.168.107.33,239.255.255.250,2,0,2,0,30,30,6,0.0,0.0,66,1,0,10.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,10.0
34,1,1,,9,192.168.107.183,239.255.255.250,1,0,1,0,30,30,9,0.0,0.0,63,0,0,10.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
61,3,3,,12,192.168.107.142,224.0.0.252,3,0,3,0,11,11,12,0.0,0.0,564,3,0,9.0
479,3,3,,172,192.168.107.186,224.0.0.252,3,0,3,0,11,11,172,0.0,0.0,404,2,0,
61,3,3,,12,192.168.107.142,224.0.0.252,3,0,3,0,11,11,12,0.0,0.0,564,3,0,5.0
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
957,3,3,,341,192.168.107.187,224.0.0.252,3,0,3,0,11,11,341,0.0,0.0,235,3,0,
61,3,3,,12,192.168.107.142,224.0.0.252,3,0,3,0,11,11,12,0.0,0.0,564,3,0,
16,1,2,,4,192.168.107.247,239.255.255.250,1,0,1,0,30,30,4,0.0,0.0,68,0,0,
